id,name,duration,firstYearRelease,countryOfOrigin,productionCompany,banner,genres
898,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto),145,2001,Egypt,Toy-Pacocha,http://dummyimage.com/211x100.png/5fa2dd/ffffff,"[""Action"",""Adventure"",""Fantasy"",""Sci-Fi""]"
899,Absolute Giganten,30,1992,Indonesia,Ruecker-Walsh,http://dummyimage.com/175x100.png/ff4444/ffffff,"[""Action"",""Comedy"",""Drama"",""Romance""]"
900,Order and Disorder,169,1982,China,Parisian Group,http://dummyimage.com/206x100.png/ff4444/ffffff,"[""Documentary""]"
901,Captive Heart: The James Mink Story,191,1979,China,"Metz, Nitzsche and Schimmel",http://dummyimage.com/213x100.png/cc0000/ffffff,"[""Drama""]"
902,Dangerous Minds,155,1985,Russia,Klein-Zieme,http://dummyimage.com/115x100.png/dddddd/000000,"[""Drama""]"
903,Wanda Sykes: Sick and Tired,148,2024,Slovenia,Klocko and Sons,http://dummyimage.com/200x100.png/ff4444/ffffff,"[""Comedy"",""Documentary""]"
904,"Little Girl Who Conquered Time, The (Toki o kakeru shôjo)",154,2014,China,Treutel Group,http://dummyimage.com/175x100.png/dddddd/000000,"[""Romance"",""Sci-Fi""]"
905,Cellular,164,2012,Slovenia,"Kilback, Brakus and Murray",http://dummyimage.com/206x100.png/cc0000/ffffff,"[""Action"",""Crime"",""Drama"",""Mystery"",""Thriller""]"
906,Mad Love (Sappho),98,1989,Indonesia,"Rath, Kovacek and Halvorson",http://dummyimage.com/162x100.png/ff4444/ffffff,"[""Drama"",""Romance""]"
907,"Entity, The",119,1988,Colombia,Kling-Reynolds,http://dummyimage.com/137x100.png/dddddd/000000,"[""Horror""]"
908,"SpongeBob Movie: Sponge Out of Water, The",132,1976,Russia,Schimmel-Treutel,http://dummyimage.com/213x100.png/cc0000/ffffff,"[""Adventure"",""Animation"",""Children"",""Comedy""]"
909,Saving Lincoln,101,1964,China,Heathcote LLC,http://dummyimage.com/135x100.png/cc0000/ffffff,"[""Drama""]"
910,Borgman,155,1963,Finland,Hartmann-Gislason,http://dummyimage.com/145x100.png/dddddd/000000,"[""Thriller""]"
911,Dark Girls,56,1998,China,"Padberg, Rodriguez and Crona",http://dummyimage.com/140x100.png/ff4444/ffffff,"[""Documentary""]"
912,Brüno (Bruno),138,2001,Mexico,Heathcote and Sons,http://dummyimage.com/193x100.png/ff4444/ffffff,"[""Comedy""]"
913,North by Northwest,29,1974,Russia,Homenick-Cartwright,http://dummyimage.com/232x100.png/ff4444/ffffff,"[""Action"",""Adventure"",""Mystery"",""Romance"",""Thriller""]"
914,Our Fathers,118,1974,China,"Predovic, MacGyver and McLaughlin",http://dummyimage.com/214x100.png/ff4444/ffffff,"[""Drama""]"
915,Take a Girl Like You,193,1982,Canada,"Schmidt, Connelly and Rolfson",http://dummyimage.com/198x100.png/ff4444/ffffff,"[""Comedy"",""Drama"",""Romance""]"
916,Windstruck (Nae yeojachingureul sogae habnida),100,1954,Afghanistan,Botsford LLC,http://dummyimage.com/153x100.png/ff4444/ffffff,"[""Comedy"",""Crime"",""Drama""]"
917,Stray Cat Rock: Delinquent Girl Boss (Nora-neko rokku: Onna banchô),29,1973,Thailand,Strosin-Bergstrom,http://dummyimage.com/167x100.png/5fa2dd/ffffff,"[""Action"",""Crime""]"
918,All Good Things,26,1999,United States,King Inc,http://dummyimage.com/200x100.png/ff4444/ffffff,"[""Drama"",""Mystery"",""Thriller""]"
919,Scarface,93,2010,Russia,Donnelly-Crona,http://dummyimage.com/225x100.png/ff4444/ffffff,"[""Crime"",""Drama""]"
920,For the Moment,97,1965,China,Lemke-Stanton,http://dummyimage.com/184x100.png/5fa2dd/ffffff,"[""Romance"",""War""]"
921,Assault on Precinct 13,179,1963,Burkina Faso,"Gutmann, Schuster and Graham",http://dummyimage.com/211x100.png/dddddd/000000,"[""Action"",""Crime"",""Drama"",""Thriller""]"
922,"Purple Ball, The (Lilovyy shar)",44,2000,Indonesia,"Zemlak, Block and Crist",http://dummyimage.com/111x100.png/ff4444/ffffff,"[""Fantasy"",""Sci-Fi""]"
923,McLintock!,181,1988,Macedonia,Ritchie-Nolan,http://dummyimage.com/139x100.png/cc0000/ffffff,"[""Comedy"",""Western""]"
924,Comes a Horseman,168,2002,China,"Wilkinson, Connelly and Collier",http://dummyimage.com/138x100.png/dddddd/000000,"[""Drama"",""Romance"",""Western""]"
925,Dim Sum: A Little Bit of Heart,156,1996,Indonesia,Rolfson-Gibson,http://dummyimage.com/101x100.png/5fa2dd/ffffff,"[""Comedy""]"
926,Mon Paradis - Der Winterpalast,112,1964,Sweden,"Osinski, Shields and Balistreri",http://dummyimage.com/154x100.png/ff4444/ffffff,"[""Documentary""]"
927,"Brøken, The (a.k.a. Broken, The)",180,2001,Poland,"Schneider, Murray and Brekke",http://dummyimage.com/163x100.png/5fa2dd/ffffff,"[""Drama"",""Horror"",""Thriller""]"
928,How to Be a Player,72,1961,Indonesia,"Schmeler, Prosacco and White",http://dummyimage.com/119x100.png/ff4444/ffffff,"[""Comedy""]"
929,Hum Tum,136,1967,China,"Hermiston, Robel and Boyle",http://dummyimage.com/248x100.png/ff4444/ffffff,"[""Comedy"",""Drama"",""Musical"",""Romance""]"
930,Darling,197,2023,China,Reinger Inc,http://dummyimage.com/244x100.png/ff4444/ffffff,"[""Drama""]"
931,Barfi!,187,1997,United Kingdom,"Dach, Weissnat and Bernier",http://dummyimage.com/100x100.png/dddddd/000000,"[""Comedy"",""Drama"",""Romance""]"
932,Foreign Land (Terra Estrangeira),185,1978,Croatia,Hoeger-Gerhold,http://dummyimage.com/214x100.png/5fa2dd/ffffff,"[""Action"",""Crime"",""Drama"",""Romance"",""Thriller""]"
933,An Empress and the Warriors,75,1997,Taiwan,"Kling, Farrell and Wilderman",http://dummyimage.com/237x100.png/ff4444/ffffff,"[""Action"",""Drama"",""Romance"",""War""]"
934,Ice Poison,24,1989,Colombia,"Jones, Paucek and Steuber",http://dummyimage.com/213x100.png/5fa2dd/ffffff,"[""(no genres listed)""]"
935,My Boy,196,1958,Vietnam,Kub-Erdman,http://dummyimage.com/107x100.png/dddddd/000000,"[""Comedy"",""Drama""]"
936,Clara's Heart,148,1982,Argentina,Stoltenberg-Legros,http://dummyimage.com/237x100.png/dddddd/000000,"[""Drama""]"
937,Macao,92,1984,Iraq,Herzog LLC,http://dummyimage.com/233x100.png/5fa2dd/ffffff,"[""Adventure""]"
938,"Day Without a Mexican, A",59,1964,Iran,"Johnston, Krajcik and Gislason",http://dummyimage.com/224x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama"",""Fantasy"",""Mystery""]"
939,Trick,25,2021,Philippines,Nader Inc,http://dummyimage.com/207x100.png/cc0000/ffffff,"[""Comedy"",""Romance""]"
940,Road Hard,90,2012,Peru,Schmidt-Buckridge,http://dummyimage.com/195x100.png/dddddd/000000,"[""Comedy""]"
941,Holidays by the Sea (Ni à vendre ni à louer),29,1954,France,Breitenberg and Sons,http://dummyimage.com/105x100.png/ff4444/ffffff,"[""Comedy""]"
942,Beautiful Thing,108,2001,Indonesia,"O'Connell, Powlowski and Bergnaum",http://dummyimage.com/116x100.png/ff4444/ffffff,"[""Drama"",""Romance""]"
943,Palmetto,195,2008,Philippines,Pfeffer-Thiel,http://dummyimage.com/133x100.png/ff4444/ffffff,"[""Crime"",""Drama"",""Mystery"",""Romance"",""Thriller""]"
944,"Ghost, The",200,1971,Finland,Hessel-West,http://dummyimage.com/142x100.png/dddddd/000000,"[""Horror"",""Mystery""]"
945,"Return, The",126,1982,China,Cole-Schamberger,http://dummyimage.com/131x100.png/cc0000/ffffff,"[""Sci-Fi"",""Thriller""]"
946,Albino Alligator,74,2013,China,Herman and Sons,http://dummyimage.com/229x100.png/5fa2dd/ffffff,"[""Crime"",""Thriller""]"
947,Scavenger Hunt,132,1959,Eritrea,"Littel, Stamm and Stracke",http://dummyimage.com/175x100.png/5fa2dd/ffffff,"[""Comedy""]"
948,"Wrestler, The (Painija)",62,1959,Indonesia,Roob LLC,http://dummyimage.com/208x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama"",""Fantasy""]"
949,Vuonna 85,155,1956,Indonesia,Medhurst and Sons,http://dummyimage.com/137x100.png/dddddd/000000,"[""Comedy""]"
950,Cyborg,74,2016,Sweden,Wiegand LLC,http://dummyimage.com/109x100.png/5fa2dd/ffffff,"[""Action"",""Sci-Fi""]"
951,Lucky Break (a.k.a. Paperback Romance),128,2022,Ireland,"Daniel, Veum and Kessler",http://dummyimage.com/129x100.png/5fa2dd/ffffff,"[""Comedy"",""Romance""]"
952,Those Magnificent Men in Their Flying Machines,30,1964,Ghana,Boyer LLC,http://dummyimage.com/145x100.png/5fa2dd/ffffff,"[""Action"",""Adventure"",""Comedy""]"
953,Comrades: Almost a Love Story (Tian mi mi),61,1978,China,Parker-Lakin,http://dummyimage.com/234x100.png/5fa2dd/ffffff,"[""Drama"",""Romance""]"
954,Fidel,22,2011,Philippines,"Reinger, Huels and Gulgowski",http://dummyimage.com/145x100.png/cc0000/ffffff,"[""Documentary""]"
955,From Dusk Till Dawn 3: The Hangman's Daughter,164,1963,Brazil,Jacobs Inc,http://dummyimage.com/143x100.png/cc0000/ffffff,"[""Horror"",""Thriller"",""Western""]"
956,Playing God,102,1983,Indonesia,Brown LLC,http://dummyimage.com/213x100.png/dddddd/000000,"[""Crime"",""Drama"",""Thriller""]"
957,Sex Galaxy,193,1991,Thailand,"Brown, Hahn and Halvorson",http://dummyimage.com/242x100.png/ff4444/ffffff,"[""Comedy"",""Sci-Fi""]"
958,"Day After Trinity, The",84,1950,China,Watsica and Sons,http://dummyimage.com/163x100.png/ff4444/ffffff,"[""Documentary""]"
959,Podwórka,152,2011,Tanzania,"Rath, Feil and O'Kon",http://dummyimage.com/141x100.png/5fa2dd/ffffff,"[""Documentary""]"
960,Twentynine Palms,189,1951,Greece,Lemke Group,http://dummyimage.com/142x100.png/ff4444/ffffff,"[""Drama"",""Horror""]"
961,Say Anything...,60,1990,Ivory Coast,"Olson, Larson and Weissnat",http://dummyimage.com/245x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama"",""Romance""]"
962,Resurrect Dead: The Mystery of the Toynbee Tiles,130,1983,Kenya,Stamm-Wunsch,http://dummyimage.com/161x100.png/cc0000/ffffff,"[""Documentary"",""Mystery""]"
963,"Liability, The",110,1980,Brazil,Hahn Inc,http://dummyimage.com/130x100.png/dddddd/000000,"[""Action"",""Thriller""]"
964,"Student, The (El estudiante)",178,1991,Philippines,Mayert Inc,http://dummyimage.com/246x100.png/ff4444/ffffff,"[""Drama""]"
965,You Ain't Seen Nothin' Yet (Vous n'avez encore rien vu),51,2017,Philippines,Rau Inc,http://dummyimage.com/161x100.png/5fa2dd/ffffff,"[""Drama""]"
966,Princess Tam-Tam (Princesse Tam-Tam),15,1956,Philippines,"Osinski, Greenholt and Russel",http://dummyimage.com/114x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama""]"
967,Spring Forward,39,2002,Canada,Rosenbaum Group,http://dummyimage.com/140x100.png/dddddd/000000,"[""Drama""]"
968,Gacy,47,1987,Ukraine,Batz Group,http://dummyimage.com/110x100.png/5fa2dd/ffffff,"[""Crime"",""Drama"",""Horror"",""Thriller""]"
969,Creepshow 3,124,1986,Portugal,Auer-Okuneva,http://dummyimage.com/103x100.png/dddddd/000000,"[""Horror""]"
970,Killjoy,153,2004,Brazil,Kozey-Spinka,http://dummyimage.com/213x100.png/cc0000/ffffff,"[""Horror""]"
971,"Sailor Who Fell from Grace with the Sea, The",167,2002,Philippines,"Armstrong, Purdy and Morissette",http://dummyimage.com/150x100.png/ff4444/ffffff,"[""Drama""]"
972,Marina Abramovic: The Artist Is Present,143,2011,Japan,Fisher-Corwin,http://dummyimage.com/161x100.png/ff4444/ffffff,"[""Documentary""]"
973,Brooklyn Dodgers: The Ghosts of Flatbush,162,1956,China,"Lakin, Daniel and Jenkins",http://dummyimage.com/205x100.png/ff4444/ffffff,"[""Documentary""]"
974,J. Edgar,105,1993,Ukraine,"Hilpert, Johns and Lindgren",http://dummyimage.com/189x100.png/cc0000/ffffff,"[""Drama""]"
975,Howling V: The Rebirth,61,1974,Portugal,"Aufderhar, Williamson and Weber",http://dummyimage.com/244x100.png/dddddd/000000,"[""Horror""]"
976,Sound City,169,2018,France,Wilderman-Purdy,http://dummyimage.com/119x100.png/dddddd/000000,"[""Documentary""]"
977,American Gigolo,141,1995,France,Bogisich-Kozey,http://dummyimage.com/134x100.png/cc0000/ffffff,"[""Drama""]"
978,High School Musical 2,180,1951,Thailand,Gorczany Inc,http://dummyimage.com/153x100.png/dddddd/000000,"[""Comedy"",""Drama"",""Musical"",""Romance""]"
979,Scattered Clouds (Midaregumo),162,2019,France,"Jakubowski, Bergnaum and Blick",http://dummyimage.com/173x100.png/cc0000/ffffff,"[""Drama""]"
980,"Octagon, The",80,2007,Mozambique,"Lakin, Jacobs and Kub",http://dummyimage.com/141x100.png/ff4444/ffffff,"[""Action""]"
981,Knockout,20,1952,Poland,"Sporer, Cummerata and Schaden",http://dummyimage.com/151x100.png/ff4444/ffffff,"[""Action"",""Drama""]"
982,"Unknown, The (a.k.a. Alonzo the Armless)",55,1999,China,"Kassulke, Welch and Frami",http://dummyimage.com/121x100.png/dddddd/000000,"[""Drama"",""Horror"",""Romance""]"
983,"Moon-Spinners, The",122,1980,France,"Lindgren, Sawayn and Cassin",http://dummyimage.com/157x100.png/ff4444/ffffff,"[""Children"",""Mystery""]"
984,"Truce, The (a.k.a. La Tregua)",132,1956,Indonesia,"Terry, Monahan and Daugherty",http://dummyimage.com/208x100.png/ff4444/ffffff,"[""Drama""]"
985,Jab We Met,121,1991,Poland,Schamberger LLC,http://dummyimage.com/240x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama"",""Romance""]"
986,Seven Psychopaths,35,2008,Nigeria,"Crona, Bashirian and Crooks",http://dummyimage.com/119x100.png/dddddd/000000,"[""Comedy"",""Crime""]"
987,"Blood Relatives (Liens de sang, Les)",180,1995,Portugal,"Daniel, Howell and Jaskolski",http://dummyimage.com/123x100.png/cc0000/ffffff,"[""Crime"",""Drama"",""Mystery"",""Thriller""]"
988,Wild Is the Wind,101,1984,Indonesia,Bechtelar-Balistreri,http://dummyimage.com/148x100.png/cc0000/ffffff,"[""Drama""]"
989,"Rudolph, the Red-Nosed Reindeer",171,1996,Indonesia,"Reichert, Green and Witting",http://dummyimage.com/218x100.png/5fa2dd/ffffff,"[""Adventure"",""Animation"",""Children"",""Fantasy"",""Musical""]"
990,Adventureland,92,2016,Argentina,"Treutel, Bauch and Wiegand",http://dummyimage.com/209x100.png/ff4444/ffffff,"[""Comedy"",""Drama""]"
991,Three (a.k.a. 3 Extremes II) (Saam gaang),140,1982,Philippines,"O'Connell, O'Reilly and Jaskolski",http://dummyimage.com/157x100.png/5fa2dd/ffffff,"[""Horror"",""Mystery""]"
992,"Kidnapping of the President, The",184,1984,Peru,"Considine, Jerde and Gerlach",http://dummyimage.com/103x100.png/ff4444/ffffff,"[""Action"",""Drama"",""Thriller""]"
993,Death In Love,166,1973,China,Streich-Mann,http://dummyimage.com/129x100.png/5fa2dd/ffffff,"[""Drama"",""Romance"",""War""]"
994,"Hebrew Hammer, The",73,1960,Japan,Lueilwitz-Halvorson,http://dummyimage.com/115x100.png/cc0000/ffffff,"[""Comedy""]"
995,Paint It Yellow (Rang De Basanti),187,2023,Cyprus,Mertz and Sons,http://dummyimage.com/119x100.png/ff4444/ffffff,"[""Action"",""Comedy"",""Drama""]"
996,"Descent: Part 2, The",153,2019,Indonesia,Connelly-Rath,http://dummyimage.com/180x100.png/cc0000/ffffff,"[""Adventure"",""Horror"",""Thriller""]"
997,Confidential Agent,110,2021,Philippines,Hermiston-Hahn,http://dummyimage.com/169x100.png/dddddd/000000,"[""Drama"",""Thriller""]"
998,Batman,39,1956,Albania,Langosh-Adams,http://dummyimage.com/126x100.png/5fa2dd/ffffff,"[""Action"",""Adventure"",""Crime"",""Sci-Fi"",""Thriller""]"
999,That Darn Cat!,171,1989,Indonesia,Graham-Terry,http://dummyimage.com/237x100.png/5fa2dd/ffffff,"[""Children"",""Comedy"",""Mystery""]"
1000,Flower Drum Song,190,1968,Morocco,Schroeder and Sons,http://dummyimage.com/228x100.png/ff4444/ffffff,"[""Comedy"",""Musical"",""Romance""]"
